mLL ptLL dPhi_LL dPhiLLmet MET mt goodjet_n goodbjet_n Lepton1_Pt Lepton1_Eta Lepton1_E Lepton1_Phi Lepton1_charge Lepton1_type Lepton2_Pt Lepton2_Eta Lepton2_E Lepton2_Phi Lepton2_charge Lepton2_type weight
49.811 86.5496 0.703683 2.6495 51.425 129.41 1 0 51.0633 1.06432 82.8203 -0.916454 1 11 41.0613 0.245786 42.3079 -1.62014 -1 13 0.650413
22.6166 108.106 0.296944 2.96478 104.084 211.324 0 0 91.9773 -0.782874 121.633 -0.864081 1 13 16.751 -0.293349 17.4769 -0.567137 -1 11 0.706619
34.4421 54.6873 1.17796 2.93245 67.3712 120.734 0 0 41.5424 -0.325818 43.7671 1.17103 -1 13 23.0564 -0.389879 24.8311 -0.00692854 1 11 1.15265
50.251 74.4562 0.721856 2.98741 77.2004 151.181 0 0 48.5169 -0.506153 54.8656 1.00755 1 13 30.7849 0.537533 35.3406 0.285691 -1 11 1.2024
40.6965 77.595 0.543212 2.57331 92.112 162.305 0 0 53.4291 -0.0802926 53.6014 2.10272 -1 11 26.776 -0.982045 40.7593 2.64594 1 13 1.14145
54.2484 54.3859 1.45879 1.88708 88.1652 112.128 1 0 47.8206 0.97541 72.4314 3.05517 1 13 21.1044 -0.0469633 21.1277 1.59638 -1 11 1.12446
39.1576 81.4535 0.655429 3.05363 81.7093 163.005 0 0 62.7885 0.057291 62.8915 1.16096 1 11 22.1256 -0.750762 28.6598 0.505535 -1 13 1.0524
48.7078 59.7737 1.34815 1.96246 24.021 62.9907 0 0 43.5189 -2.02088 167.059 -0.941189 1 11 32.4779 -2.3658 174.51 0.40696 -1 13 1.05516
15.6584 45.3448 0.672591 2.65471 85.9309 121.163 1 0 29.9282 -0.879175 42.2594 2.94904 -1 13 17.9237 -1.02553 28.2046 -2.66156 1 11 1.49785
52.5179 41.1069 1.57069 1.76764 52.0526 71.5289 1 0 34.6504 -0.627554 41.7004 1.31824 1 11 22.1126 0.565316 25.7413 2.88893 -1 13 0.634386
42.8058 58.998 1.28013 2.60645 94.2703 143.847 0 0 46.158 0.202969 47.1121 2.77334 -1 11 25.8254 0.533548 29.5895 -2.22971 1 13 1.18703
53.5395 80.6062 1.17366 1.84135 68.9491 118.685 1 0 55.5586 -0.602355 65.9464 0.43359 1 13 40.7395 -0.801968 54.5577 1.60725 -1 11 1.43217
37.4235 73.7619 1.01952 1.84127 58.0234 104.148 1 0 56.8534 -0.158273 57.5671 -3.01291 1 13 25.8566 -0.14266 26.1202 -1.99338 -1 11 0.252592
43.7293 49.6432 1.32716 2.13237 44.3256 82.125 1 0 38.3228 -2.14539 165.983 1.63075 -1 11 23.6381 -1.39297 50.5281 2.95792 1 13 1.27131
53.178 88.7746 0.977898 1.87528 55.1886 112.856 1 0 57.5781 -0.433796 63.0811 2.35304 1 11 42.6656 -0.946492 63.2467 1.37514 -1 13 0.593284
31.1625 91.4564 0.688289 2.91525 57.6476 144.291 0 0 62.7158 -1.8964 213.609 1.69411 -1 13 33.8862 -1.85633 111.086 1.00582 1 11 0.566256
31.3913 61.3787 1.04288 2.90155 53.6827 113.978 1 0 48.5752 -0.415379 52.8264 -0.480317 -1 11 20.3252 -0.489588 22.8105 0.562568 1 13 0.590861
24.8889 93.3936 0.518102 2.20586 55.0066 127.944 1 0 50.8903 2.12102 215.255 2.47387 1 11 45.7174 2.18235 205.27 2.99198 -1 13 1.18422
32.8399 59.7313 0.876828 3.04323 55.6773 115.198 1 0 37.0268 -0.436982 40.6186 -2.93067 -1 11 28.8316 0.0946831 28.9611 -2.05384 1 13 1.21982
44.818 41.8301 1.71988 3.00765 51.667 92.7697 0 0 38.7273 1.73272 112.945 0.72133 1 11 22.5761 1.75036 66.9424 -0.998551 -1 13 1.24622
21.5139 67.2843 0.332096 1.94982 73.7349 116.593 1 0 37.6631 -1.35615 77.9418 1.60767 -1 13 30.5491 -1.89103 103.517 1.93977 1 11 0.574439
39.6795 81.2556 0.983091 2.80713 62.73 140.797 0 0 61.8744 -0.670594 76.316 2.39408 -1 11 28.5503 -0.657981 34.9569 -2.90601 1 13 0.335386
24.8816 82.3907 0.551961 3.11235 77.5929 159.895 0 0 43.1806 1.20359 78.4195 0.977181 -1 11 42.4503 1.40506 91.7164 0.42522 1 13 0.536541
53.8196 49.2362 1.65757 2.97113 47.5004 96.3699 0 0 47.6044 -0.898551 68.1506 -2.18551 -1 11 17.3559 -1.99683 65.097 -0.527936 1 13 1.11442
